3.3962	4.99818
3.42839	4.99886
3.46059	4.99954
3.47669	4.99989
3.49279	5.00023
3.50889	5.00057
3.52499	5.00091
3.54109	5.00124
3.55719	5.00158
3.57329	5.00192
3.5894	5.00225
3.60549	5.00259
3.62159	5.00292
3.63769	5.00326
3.65378	5.0036
3.66988	5.00393
3.68598	5.00427
3.70208	5.00461
3.71818	5.00494
3.73429	5.00527
3.75039	5.00561
3.76649	5.00594
3.78259	5.00628
3.79869	5.00661
3.81478	5.00694
3.83088	5.00728
3.84698	5.00761
3.86307	5.00794
3.87917	5.00828
3.89526	5.00861
3.91136	5.00895
3.92745	5.00928
3.94355	5.00961
3.95965	5.00995
3.97575	5.01028
3.99184	5.01061
4.00794	5.01094
4.02404	5.01127
4.04014	5.01161
4.05623	5.01194
4.07233	5.01227
4.08842	5.0126
4.10452	5.01293
4.12061	5.01326
4.13671	5.01359
4.15281	5.01392
4.1689	5.01425
4.18499	5.01458
4.20108	5.01491
4.21717	5.01524
4.23326	5.01557
4.24935	5.01589
4.26544	5.01622
4.27349	5.01638
4.28154	5.01655
4.28958	5.01671
4.29763	5.01688
4.30567	5.01704
4.31372	5.0172
4.32177	5.01736
4.32981	5.01752
4.33785	5.01768
4.3459	5.01784
4.35394	5.018
4.36198	5.01817
4.37003	5.01833
4.37807	5.01849
4.38611	5.01866
4.39416	5.01882
4.4022	5.01898
4.41024	5.01914
4.41828	5.0193
4.42632	5.01947
4.43436	5.01962
4.4424	5.01978
4.45043	5.01994
4.45847	5.0201
4.46651	5.02026
4.47454	5.02041
4.48258	5.02057
4.49061	5.02073
4.49864	5.02088
4.50667	5.02104
4.51467	5.02122
4.52259	5.02145
4.53038	5.0218
4.53803	5.02226
4.54554	5.02281
4.55291	5.02345
4.55931	5.02448
4.56501	5.0255
4.56877	5.0274
4.57233	5.02848
4.57377	5.03095
4.57551	5.03368
4.57823	5.03515
4.58088	5.03642
4.57844	5.04002
4.57826	5.04285
4.57916	5.04576
4.58038	5.04845
4.58142	5.05411
4.58246	5.05974
4.58353	5.06535
4.58456	5.07095
4.5849	5.07214
4.58246	5.0767
4.58003	5.08126
4.57764	5.08577
4.57525	5.09028
4.57642	5.09533
4.57758	5.10038
4.57874	5.10544
4.5799	5.1105
4.57672	5.11659
4.57355	5.12268
4.57377	5.12808
4.57398	5.13349
4.57417	5.1389
4.57436	5.14431
4.57141	5.14931
4.56845	5.15432
4.5688	5.15964
4.56916	5.16497
4.56951	5.17031
4.56986	5.17566
4.56639	5.18043
4.56291	5.18521
4.56367	5.19061
4.56444	5.196
4.56269	5.204
4.56094	5.212
4.55592	5.22052
4.5509	5.22904
4.54884	5.23456
4.54679	5.24007
4.54386	5.24649
4.54093	5.25292
4.5382	5.26137
4.53548	5.26982
4.5324	5.27481
4.52934	5.27979
4.52622	5.28699
4.5231	5.29419
4.52166	5.299
4.52023	5.30381
4.51813	5.30858
4.51603	5.31334
4.51071	5.3166
4.50538	5.31986
4.50359	5.32878
4.50179	5.3377
4.49839	5.34195
4.495	5.34621
4.49164	5.35044
4.48827	5.35468
4.48257	5.35783
4.47687	5.36098
4.47382	5.36827
4.47078	5.37556
4.46756	5.38006
4.46435	5.38456
4.45936	5.38725
4.45437	5.38995
4.45264	5.395
4.45091	5.40006
4.44495	5.40602
4.43899	5.41198
4.43541	5.41612
4.43184	5.42027
4.42843	5.42437
4.42502	5.42847
4.41872	5.43343
4.41242	5.4384
4.40899	5.44262
4.40557	5.44684
4.40214	5.45107
4.39871	5.45529
4.39303	5.45696
4.38736	5.45863
4.38132	5.46457
4.37528	5.47052
4.37064	5.47366
4.36599	5.47679
4.36189	5.48008
4.35778	5.48337
4.3535	5.48604
4.34921	5.4887
4.3454	5.49212
4.3416	5.49554
4.33358	5.49858
4.32556	5.50163
4.32061	5.5043
4.31565	5.50698
4.31098	5.50896
4.30631	5.51095
4.30134	5.51226
4.29637	5.51357
4.28967	5.51827
4.28297	5.52296
4.2787	5.52556
4.27442	5.52817
4.26841	5.53232
4.26239	5.53647
4.25477	5.53955
4.24715	5.54264
4.24153	5.54447
4.2359	5.54631
4.23118	5.5487
4.22646	5.55109
4.22182	5.55347
4.21719	5.55585
4.2123	5.55802
4.20741	5.56019
4.20015	5.56396
4.19288	5.56772
4.18738	5.56949
4.18188	5.57125
4.17739	5.57379
4.17291	5.57632
4.16766	5.57779
4.16241	5.57926
4.15641	5.5789
4.15042	5.57853
4.14493	5.57861
4.13945	5.57869
4.13303	5.58051
4.1266	5.58233
4.1203	5.5842
4.11401	5.58607
4.10793	5.58803
4.10186	5.58998
4.09577	5.59193
4.08968	5.59389
4.0812	5.59539
4.07271	5.59689
4.06236	5.59698
4.05202	5.59707
4.04675	5.59823
4.04147	5.59938
4.0339	5.60028
4.02633	5.60117
4.0172	5.60395
4.00806	5.60673
4.00198	5.60796
3.99589	5.60919
3.98982	5.6104
3.98376	5.61162
3.97728	5.61242
3.97081	5.61321
3.96502	5.61558
3.95922	5.61795
3.95318	5.61955
3.94714	5.62115
3.9417	5.6233
3.93625	5.62545
3.92784	5.6289
3.91943	5.63236
3.91434	5.63535
3.90925	5.63834
3.90453	5.64153
3.89982	5.64471
3.89344	5.64938
3.88706	5.65404
3.88247	5.65758
3.87788	5.66112
3.87379	5.66529
3.8697	5.66946
3.86494	5.67425
3.86019	5.67905
3.85515	5.68467
3.85012	5.6903
3.84655	5.69544
3.84298	5.70058
3.83943	5.70573
3.83588	5.71087
3.83306	5.71532
3.83025	5.71976
3.8276	5.72452
3.82496	5.72929
3.82235	5.73406
3.81975	5.73884
3.8168	5.74559
3.81386	5.75234
3.81137	5.75933
3.80888	5.76633
3.80675	5.77323
3.80461	5.78014
3.80289	5.78726
3.80118	5.79438
3.79999	5.80138
3.79881	5.80839
3.79812	5.81517
3.79742	5.82196
3.79733	5.82841
3.79724	5.83485
3.79841	5.84381
3.79957	5.85278
3.80342	5.86039
3.80727	5.868
3.81431	5.8694
3.82135	5.87081
3.82776	5.86982
3.83417	5.86883
3.84026	5.86787
3.84634	5.8669
3.85157	5.86606
3.8568	5.86521
3.86212	5.86432
3.86745	5.86343
3.87573	5.862
