4.31239,5.48868,253.223,
4.96368,4.99863,155.544,
4.9177,4.99853,160.34,
4.76602,4.99777,187.252,
4.51739,5.02652,395.109,
4.54831,5.26964,329.022,
5.08727,4.99811,145.531,
5.08191,4.99872,146.104,
5.07426,4.99888,146.785,
4.36238,5.14463,307.924,
4.52808,5.08481,359.367,
4.01239,5.10847,337.231,
4.32986,5.33471,298.748,
4.34515,5.28462,310.526,
5.41201,4.99782,119.557,
5.39786,4.99851,120.847,
5.32342,4.99679,126.361,
5.31731,4.99736,126.83,
5.3112,4.9979,127.341,
5.35905,4.99836,124.095,
5.34875,4.9984,124.827,
5.43088,4.99658,117.097,
5.42469,4.99601,117.907,
5.14458,4.99808,140.114,
5.13854,4.99926,140.656,
5.18796,4.99932,136.08,
5.18191,4.99887,136.641,
5.17586,4.99845,137.282,
5.23658,4.99874,132.122,
5.22811,4.99879,132.625,
5.21771,4.99888,133.4,
5.16982,4.99801,137.737,
5.16375,4.99757,138.276,
5.94133,4.9991,58.8537,
5.93124,4.99901,59.4133,
5.92115,4.9989,60.0613,
6.0054,4.97335,56.4367,
6.00489,4.97849,56.6033,
6.00416,4.98379,56.7415,
5.98901,4.99904,57.0747,
5.98292,4.99945,57.1852,
5.33734,4.99845,125.52,
5.33042,4.9976,125.913,
