4.64345,5.00854,360.588,
4.64329,5.00764,358.026,
4.64312,5.00674,356.736,
4.64247,5.00313,366.121,
4.64246,5.0022,374.922,
4.64275,5.00132,380.587,
4.64377,5.0103,361.399,
4.64361,5.00942,363.36,
4.64325,5.00054,372.061,
4.64398,4.99996,362.436,
4.6441,5.01208,360.259,
4.64394,5.01119,361.11,
4.64576,5.02118,351.616,
4.6456,5.02028,352.758,
4.64543,5.01937,353.685,
4.64477,5.01573,356.691,
4.6446,5.0148,357.618,
4.64443,5.01388,358.334,
4.64527,5.01846,354.371,
4.6451,5.01755,355.115,
4.64493,5.01664,355.88,
4.64593,5.02209,350.837,
4.64426,5.01298,358.915,
4.64296,5.00584,357.198,
4.64279,5.00493,358.07,
4.64263,5.00403,361.071,
4.64485,4.99964,357.808,
4.64579,4.9996,353.249,
4.65273,5.00046,334.052,
4.65364,5.00057,332.505,
4.65455,5.00068,330.658,
4.64663,4.99971,349.471,
4.64747,4.99981,346.067,
4.68995,5.00509,270.432,
4.69091,5.00521,269.172,
4.69187,5.00533,267.799,
4.69571,5.00581,262.551,
4.69667,5.00593,261.139,
4.69763,5.00605,259.628,
4.67479,5.00319,294.572,
4.67573,5.00331,292.66,
4.67667,5.00343,290.946,
4.66737,5.00227,309.019,
4.66829,5.00239,307.894,
4.6692,5.0025,306.53,
4.65092,5.00024,336.042,
4.65182,5.00035,335.103,
4.6776,5.00355,289.636,
4.67853,5.00366,288.384,
4.68324,5.00425,280.097,
4.6842,5.00437,278.754,
4.68228,5.00413,281.462,
4.70349,5.00678,252.351,
4.70445,5.0069,250.816,
4.70151,5.00653,254.474,
4.7025,5.00665,253.409,
4.65545,5.00079,328.552,
4.65636,5.00091,327.086,
4.64831,4.99991,343.684,
4.64915,5.00002,340.894,
4.65004,5.00013,338.051,
4.65727,5.00102,326.525,
4.65818,5.00113,325.466,
4.65909,5.00124,324.344,
4.66,5.00136,323.31,
4.69956,5.00629,256.693,
4.70054,5.00641,255.55,
4.69379,5.00557,264.996,
4.69475,5.00569,263.765,
4.67013,5.00261,304.775,
4.67105,5.00273,302.64,
4.66091,5.00147,322.036,
4.66182,5.00158,320.504,
4.66365,5.00181,316.859,
4.66457,5.00192,314.851,
4.6655,5.00204,312.601,
4.66643,5.00216,310.571,
4.6986,5.00617,258.089,
4.66274,5.0017,318.715,
4.68803,5.00485,272.725,
4.68899,5.00497,271.572,
4.68516,5.00449,277.257,
4.68612,5.00461,275.667,
4.68708,5.00473,274.119,
4.69283,5.00545,266.359,
4.67947,5.00378,286.758,
4.68042,5.0039,284.96,
4.68135,5.00401,283.121,
4.672,5.00285,300.322,
4.67294,5.00296,298.329,
4.67386,5.00308,296.464,
4.64693,5.02759,344.751,
4.64676,5.02668,345.873,
4.64709,5.0285,343.531,
4.6466,5.02576,347.305,
4.64643,5.02485,348.513,
4.64845,5.03597,339.366,
4.64828,5.03503,339.839,
4.64811,5.03409,339.874,
4.64778,5.03225,340.03,
4.6476,5.0313,340.754,
4.64743,5.03036,341.612,
4.66286,5.11544,194.786,
4.66267,5.11439,195.722,
4.66248,5.11333,196.721,
4.66133,5.10706,205.046,
4.66114,5.10603,206.217,
4.66096,5.10501,207.466,
4.70542,5.00702,248.812,
4.64726,5.02943,342.456,
4.64794,5.03317,339.636,
4.64609,5.02299,350.011,
4.64626,5.02392,349.2,
4.65207,5.05591,315.947,
4.6519,5.05494,317.573,
4.65225,5.05687,314.228,
4.71033,5.00763,240.442,
4.71131,5.00775,239.044,
4.70936,5.00751,241.989,
4.71231,5.00788,237.893,
4.7133,5.008,236.74,
4.70639,5.00714,246.685,
4.70737,5.00726,245.02,
4.6547,5.07056,273.385,
4.65452,5.06957,277.095,
4.65434,5.06857,280.298,
4.66001,5.09982,214.282,
4.65983,5.0988,215.777,
4.6602,5.10084,212.85,
4.65577,5.07648,250.978,
4.65559,5.07549,251.577,
4.65541,5.07449,251.713,
4.65704,5.0835,238.866,
4.65686,5.0825,240.003,
4.65723,5.0845,237.822,
4.65381,5.06563,293.611,
4.65364,5.06466,302.412,
4.65399,5.0666,286.626,
4.65173,5.05397,319.188,
4.65155,5.05299,320.772,
4.6512,5.05109,322.582,
4.65103,5.05013,323.151,
4.65085,5.04918,323.823,
4.65016,5.04537,326.986,
4.64999,5.04442,328.17,
4.64982,5.04348,329.213,
4.65312,5.06172,307.371,
4.65294,5.06075,308.589,
4.65329,5.06269,306.449,
4.66039,5.10188,211.501,
4.66058,5.10291,210.154,
4.65964,5.09776,217.25,
4.65945,5.09672,218.61,
4.65346,5.06367,305.51,
4.65417,5.06758,282.814,
4.65277,5.05977,309.873,
4.65259,5.05879,311.158,
4.65523,5.0735,255.084,
4.65505,5.07251,261.409,
4.65242,5.05783,312.419,
4.71527,5.00825,234.126,
4.71628,5.00837,232.743,
4.71729,5.0085,231.493,
4.71429,5.00813,235.476,
4.7183,5.00863,230.433,
4.70836,5.00739,243.567,
4.65068,5.04823,324.383,
4.65051,5.04728,325.132,
4.6493,5.04064,333.011,
4.64913,5.03971,334.26,
4.64948,5.04158,331.74,
4.65668,5.08149,241.605,
4.6565,5.08049,243.566,
4.65889,5.09365,222.197,
4.6587,5.09261,223.668,
4.65908,5.09468,220.868,
4.65138,5.05204,321.796,
4.64897,5.03878,335.594,
4.6488,5.03786,336.804,
4.65488,5.07154,267.841,
4.65632,5.07949,245.795,
4.65614,5.07848,247.99,
4.65595,5.07748,249.691,
4.64863,5.03691,338.114,
4.64965,5.04253,330.255,
4.65034,5.04633,325.946,
4.65926,5.0957,219.756,
4.65796,5.08852,234.506,
4.65777,5.08751,235.252,
4.65759,5.08651,236.068,
4.65741,5.08551,236.922,
4.66077,5.10396,208.79,
4.66152,5.1081,203.574,
4.66171,5.10914,202.206,
4.65852,5.09159,226.085,
4.65833,5.09058,229.225,
4.65814,5.08955,232.443,
4.66305,5.11649,193.901,
4.66209,5.11123,199.439,
4.6619,5.11019,200.883,
4.66228,5.11228,198.002,
4.7691,5.01495,175.087,
4.77019,5.01508,174.782,
4.77128,5.01522,174.412,
4.77993,5.01629,162.586,
4.78103,5.01643,161.987,
4.78213,5.01656,161.489,
4.75209,5.01283,190.431,
4.75315,5.01296,189.309,
4.75421,5.0131,188.27,
4.75527,5.01323,187.353,
4.75633,5.01336,186.437,
4.76269,5.01415,179.991,
4.76375,5.01428,178.964,
4.76482,5.01441,177.898,
4.77557,5.01575,166.999,
4.77667,5.01589,165.756,
4.77776,5.01602,164.513,
4.78433,5.01684,159.309,
4.78541,5.01697,157.766,
4.7865,5.0171,156.602,
4.72031,5.00888,228.21,
